name,stores,released,rating,rating_top,ratings_count,suggestions_count,reviews_count,parent_platforms,genres
Bonanit - A Menorcan Horror Story,Steam,2025-10-29,0.0,0,0,0,0,PC,Indie
Again!? The Sheriff’s Kinky Justice,Steam,2025-08-14,0.0,0,0,421,0,"PC, Apple Macintosh, Linux","Casual, Adventure"
Ire: A Prologue,Steam,2025-10-28,0.0,0,0,506,0,PC,"Adventure, Action"
Misty Judgment,Steam,2025-05-01,0.0,0,1,48,1,PC,"Adventure, RPG, Casual, Strategy, Indie"
Whispered Secrets: Everburning Candle Collector's Edition,Steam,2025-08-26,0.0,0,0,361,0,"PC, Apple Macintosh","Casual, Adventure"
Out of Stock!,Steam,2025-10-31,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
TERMINAL,Steam,2025-10-31,0.0,0,0,59,0,PC,"Casual, Indie, Simulation"
Skigill,Steam,2025-10-31,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Action"
Scary 8 Bits,Steam,2025-10-31,0.0,0,0,0,0,PC,Indie
Cats With Standards,Steam,2025-10-31,0.0,0,0,146,0,PC,"Casual, Indie, Adventure"
Project CCTV,Steam,2025-10-31,0.0,0,0,0,0,PC,Indie
Dark Moon,Steam,2025-10-29,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Rogue Labyrinth,"Steam, GOG",2025-08-31,0.0,0,0,407,0,"PC, Linux","Indie, Action, RPG"
Bridge Constructor Studio,"Steam, GOG",2025-07-17,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Simulation"
G-MODEアーカイブス22 ヘラクレスの栄光Ⅲ 神々の沈黙,Steam,2025-03-27,0.0,0,0,50,0,PC,RPG
Deep Sleep: Labyrinth of the Forsaken,Steam,2025-08-21,0.0,0,0,378,0,PC,"Indie, Adventure, RPG"
Bugaboo Pocket,Steam,2025-04-02,0.0,0,0,314,0,"PC, Apple Macintosh","Casual, Indie, Simulation"
Harvest Moon: Home Sweet Home Special Edition,Steam,2025-10-29,0.0,0,0,79,0,PC,"Adventure, RPG, Simulation"
Nekomancer of Nowhere,Steam,2025-10-31,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Adventure, Action"
FUNKYHEART,Steam,2025-10-22,0.0,0,0,120,0,PC,"Casual, Indie, Action"
Planetary Life,Steam,2025-08-15,0.0,0,0,211,0,PC,"Strategy, Indie, Simulation"
Mortal Kombat Legacy Kollection,,2025-10-30,0.0,0,0,43,0,"PC, PlayStation, Xbox, Nintendo",Fighting
My Cozy Room,Steam,2025-06-26,0.0,0,0,171,0,PC,"Casual, Indie, Simulation"
Volkolak: The Will of Gods,Steam,2025-08-22,0.0,0,0,188,0,PC,"Indie, Adventure, Action"
DeadWire,Steam,2025-09-18,0.0,0,0,361,0,"PC, Linux","Indie, Action"
Snapshot Spirit Live!,Steam,2025-07-01,0.0,0,0,70,0,PC,"Casual, Strategy, Indie, Simulation"
Spider-Fuser,"App Store, Google Play",2025-09-29,0.0,0,0,45,0,"iOS, Android",Action
Drone Wars,Steam,2025-11-11,0.0,0,1,267,1,PC,"Action, Strategy, Simulation, Sports, Indie, Massively Multiplayer"
Teddy's Haven - A Fantasy Inspired Shop Simulator,Steam,2025-05-06,0.0,0,0,257,0,PC,"Casual, Indie, RPG, Simulation"
UnderGirl: Submission Path,Steam,2025-08-15,0.0,0,0,217,0,"PC, Apple Macintosh, Linux","Indie, Action, Sports"
Vera Jones,Steam,2025-06-18,0.0,0,0,134,0,PC,"Adventure, Action"
"Crap Game, Don’t Play",Steam,2025-11-03,0.0,0,1,66,1,PC,"Casual, Indie, Adventure, RPG"
Assetto Corsa Rally,Steam,2025-11-13,0.0,0,0,0,0,PC,Racing
OnlySluts: WAIFU MATCH 💖,Steam,2025-10-25,0.0,0,1,406,1,PC,"Casual, Indie, Simulation"
Aztecs: The Last Sun,"Steam, GOG",2025-08-27,0.0,0,0,472,0,PC,"Strategy, Simulation"
Resonance Solstice,Steam,2025-10-29,0.0,0,0,0,0,PC,"Strategy, Adventure, RPG, Simulation"
Domino Beach,,2025-01-31,0.0,0,0,209,0,PC,Casual
Idol Party 2 - Love Vibe,Steam,2025-10-22,0.0,0,1,218,1,PC,"Casual, Massively Multiplayer, RPG"
Towa and the Guardians of the Sacred Tree,Steam,2025-09-18,0.0,0,1,574,1,PC,Action
Rebel Engine,Steam,2025-11-06,0.0,0,0,0,0,PC,"Indie, Action"
Carnival (2025),Steam,2025-08-25,0.0,0,0,462,0,PC,Adventure
Saintess Eruna and the Lustful Book of Corruption ~Busty Sister's H Services~,Steam,2025-07-11,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, RPG"
Crown and Adventure,Steam,2025-10-22,0.0,0,1,168,1,PC,"Strategy, Adventure, RPG"
Siegeturtle,Steam,2025-11-10,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
RailGods of Hysterra,Steam,2025-05-07,0.0,0,1,266,1,PC,"Adventure, Action"
Let's Board,Steam,2025-10-07,0.0,0,1,24,1,PC,"Strategy, Indie"
Lost in the World of Succubi,Steam,2025-09-12,0.0,0,0,302,0,PC,"Adventure, Action, RPG, Simulation"
Warrior Maiden Lecia and the Lost Fortress,Steam,2025-05-23,0.0,0,0,215,0,PC,"Indie, Adventure, Action, RPG"
Nao in Heat! ~Kemomimi Girl's Naughty Treatment~,Steam,2025-01-17,0.0,0,0,248,0,PC,"Indie, Adventure, RPG"
The Cuniculus of Paradise,Steam,2025-10-10,0.0,0,0,232,0,PC,"Indie, Adventure, RPG"
Hero in an All-Forgiving Fantasy World RPG,Steam,2025-07-25,0.0,0,0,140,0,PC,"Indie, Adventure, RPG, Simulation"
Dungeon Desire: The Sleepless City of Runeheim,Steam,2025-02-07,0.0,0,0,404,0,PC,"Indie, Adventure, RPG"
Sol-Rui -after mini,Steam,2025-01-10,0.0,0,0,199,0,PC,"Casual, RPG"
PirateFi,Steam,2025-02-06,0.0,0,0,276,0,PC,"Adventure, Action"
Cemetery Warrior 7 Boss Rush,Steam,2025-02-06,0.0,0,0,309,0,PC,"Indie, Action"
Tomboy: Annoying Childhood Friend,Steam,2025-02-13,0.0,0,0,175,0,PC,"Casual, Indie"
Bachelairs,Steam,2025-02-19,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Action"
Sweet Delights: The Girl’s Cafe Quest,Steam,2025-02-27,0.0,0,0,223,0,PC,"Casual, Indie"
R/A\W,Steam,2025-02-24,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Indie
Ninja Or NTR,,2025-03-06,0.0,0,1,11,1,,Action
The Sixth Sorrow,Steam,2025-02-27,0.0,0,0,231,0,PC,"Indie, Adventure"
Thin Line,Steam,2025-02-27,0.0,0,0,37,0,PC,"Indie, Adventure"
Arcane Lust 18+,Steam,2025-02-15,0.0,0,1,259,1,"PC, Apple Macintosh, Linux","Casual, RPG, Simulation"
The Nutcracker of Riepass (Nymph's Tale ep 2),Steam,2025-02-17,0.0,0,0,0,0,PC,"Indie, RPG"
Last Spirit Origin,Steam,2025-02-14,0.0,0,0,495,0,PC,"Indie, Action"
Doors of Insanity: ReOpened,Steam,2025-02-20,0.0,0,0,235,0,PC,"Casual, Indie, Strategy, Adventure"
The Beautiful Island,Steam,2025-02-27,0.0,0,1,0,1,"PC, Apple Macintosh, Linux","Indie, Adventure, RPG"
Avoidy Virus,Steam,2025-03-12,0.0,0,0,212,0,"PC, Apple Macintosh","Casual, Indie, Action"
Timo Boll Beats Table Tennis,Steam,2025-03-03,0.0,0,0,105,0,PC,"Casual, Indie, Sports"
Find 100 Ducks and Blast Them!,Steam,2025-03-05,0.0,0,1,86,1,PC,"Casual, Indie, Simulation"
Robbery Day,Steam,2025-03-17,0.0,0,0,0,0,PC,Action
Grimm's Folly,Steam,2025-03-14,0.0,0,0,334,0,PC,"Adventure, Action"
SEX CLUB Simulator 🔞🍓,Steam,2025-01-18,0.0,0,1,519,1,"PC, Apple Macintosh, Linux","Casual, RPG, Simulation"
Etherburn,Steam,2025-03-29,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Cheaters Cheetah,Steam,2025-03-10,0.0,0,0,0,0,PC,Action
Virtual Girlfriend Lia,Steam,2025-01-30,0.0,0,0,331,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation"
100 lil jumps,Steam,2025-02-06,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Cafemart Simulator,Steam,2025-02-25,0.0,0,0,421,0,PC,"Indie, Simulation"
本草归元录,Steam,2025-01-16,0.0,0,0,151,0,PC,"Strategy, RPG, Simulation"
Vector Strike,Steam,2025-03-04,0.0,0,0,440,0,PC,"Indie, Action, Simulation, Sports"
Just Anomalies,Steam,2025-03-21,0.0,0,0,127,0,PC,"Indie, Adventure, Simulation"
Mighty Wars,Steam,2025-03-12,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Strategy, Massively Multiplayer"
Across Icaria,Steam,2025-03-12,0.0,0,0,364,0,PC,"Casual, Indie, Adventure, RPG"
Hopeguard,Steam,2025-02-28,0.0,0,0,0,0,PC,"Indie, Adventure"
Gridkeeper,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
我在西游开黑店（Black shop in Journey to the West）,Steam,2025-04-16,0.0,0,0,137,0,"PC, Apple Macintosh","Casual, Strategy"
New Eromancer,Steam,2025-01-31,0.0,0,0,440,0,PC,"Adventure, RPG"
PRIMAL HEARTS 2,"Steam, GOG",2025-02-11,0.0,0,0,0,0,PC,Adventure
The Pub Life Simulator: Prologue,Steam,2025-07-15,0.0,0,0,141,0,PC,"Casual, Indie, Simulation"
STRIDEN,Steam,2025-07-11,0.0,0,0,141,0,PC,Action
Harem of Lust: Battle Cards,Steam,2025-07-16,0.0,0,0,0,0,PC,"Casual, Adventure"
Cumrooms,Steam,2025-07-23,0.0,0,0,43,0,PC,"Casual, Adventure"
The Trials 2,Steam,2025-06-23,0.0,0,0,312,0,PC,"Casual, Adventure"
Operation Dimera,Steam,2025-08-08,0.0,0,0,0,0,PC,"Adventure, Action"
Earthion,Steam,2025-07-31,0.0,0,0,230,1,PC,Action
The Mind Snare,Steam,2025-08-08,0.0,0,0,152,0,PC,"Indie, Adventure"
Sherlock: Hidden Object & Match-3 Mystery,Steam,2025-07-28,0.0,0,0,304,0,PC,Casual
Pirates VR: Jolly Roger,Steam,2025-01-14,0.0,0,0,643,0,PC,"Indie, Adventure, Action"
FINAL FURY,Steam,2025-05-08,0.0,0,0,386,0,PC,Action
DIG VR,Steam,2025-04-29,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Pup Champs,Steam,2025-05-19,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Strategy, Indie, Sports"
Grit and Valor - 1949,Steam,2025-03-26,0.0,0,0,260,0,PC,"Casual, Strategy, Action"
VR-Kanojo,Steam,2025-07-30,0.0,0,0,338,0,PC,Adventure
Shelter from the Storm,Steam,2025-01-09,0.0,0,0,229,0,PC,"Indie, Adventure"
Lunaria Fantasia,Steam,2025-05-09,0.0,0,0,245,0,PC,"Indie, RPG"
Bum: Revenge,Steam,2025-07-30,0.0,0,0,220,0,PC,"Indie, Adventure, Action, Simulation"
Frontline: Assault Corps WW2,Steam,2025-03-08,0.0,0,1,566,1,PC,"Strategy, Indie, Simulation"
Mayday Trials,Steam,2025-06-17,0.0,0,0,307,0,"PC, Apple Macintosh, Linux",Indie
Islands & Trains,Steam,2025-05-29,0.0,0,0,450,0,PC,"Casual, Indie, Simulation"
Immolation (itch),,2025-02-27,0.0,0,0,0,0,PC,Puzzle
Sci-Futa,Steam,2025-02-21,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, Simulation"
"I, Robot",Steam,2025-04-17,0.0,0,0,0,0,PC,"Indie, Action"
Horse Runner DX,Steam,2025-03-06,0.0,0,0,239,0,"PC, Linux","Casual, Indie, Action"
How 2 Escape: Lost Submarine,Steam,2025-06-24,0.0,0,0,115,0,PC,"Casual, Indie, Adventure, Simulation"
Decide 4 God,Steam,2025-06-03,0.0,0,0,166,0,PC,"Casual, Indie, Adventure, Puzzle"
Spatial Ops Manager,Steam,2025-06-02,0.0,0,0,0,0,"PC, Apple Macintosh",Action
BrainRot,Steam,2025-02-26,0.0,0,0,0,1,PC,"Casual, Indie"
Moonlit Carnage,Steam,2025-04-26,0.0,0,1,195,1,PC,"Casual, Indie, Action, RPG"
YUME 5: Spring Festival of Lust,Steam,2025-02-14,0.0,0,1,457,1,PC,"Casual, Indie, RPG, Simulation"
Eros Raiders,Steam,2025-01-29,0.0,0,0,331,0,PC,"Strategy, RPG"
Flesh and Fury,Steam,2025-05-09,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Adventure, Action, RPG, Casual, Simulation, Indie"
Final War: Frozen Defense,Steam,2025-05-28,0.0,0,0,0,0,PC,"Casual, Strategy, Simulation"
Interactive Sex - Princess Sisters Incest,Steam,2025-04-01,0.0,0,0,258,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation"
Pattern Survivors: Bullet Hell (Roguelike),Steam,2025-07-31,0.0,0,0,210,0,,"Shooter, Action, RPG, Casual, Strategy, Arcade, Indie"
Astrumis - Survive Together,Steam,2025-05-26,0.0,0,0,211,0,PC,"Indie, Adventure, Action"
That One Otter Game (itch),,2025-06-13,0.0,0,0,0,0,PC,Adventure
Eternal League,Steam,2025-03-26,0.0,0,0,195,0,PC,"Indie, Action, RPG"
Lycoris,Steam,2025-05-23,0.0,0,1,168,1,PC,"Adventure, Action, RPG, Casual, Strategy, Indie"
Wolf on Rail,Steam,2025-04-11,0.0,0,1,425,1,PC,Casual
"Cards, the Universe and Everything",Steam,2025-06-05,0.0,0,0,224,0,PC,"Casual, Strategy"
What in HELL is Bad?,Steam,2025-06-13,0.0,0,0,81,0,PC,Simulation
Cooking with Magic,Steam,2025-06-24,0.0,0,0,0,0,PC,Indie
Uncanny Tales: Cold Road,Steam,2025-04-16,0.0,0,1,94,1,PC,"Casual, Indie, Adventure"
Laser Tag Massacre,Steam,2025-04-15,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Witch’s Lewd Curse,Steam,2025-07-11,0.0,0,0,249,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, RPG"
AAM AADMI आम आदमी,Steam,2025-03-04,0.0,0,0,106,0,PC,"Casual, Action"
Sayonara Sigil Sentry,Steam,2025-03-26,0.0,0,0,0,0,"PC, Linux","Indie, Action, Simulation"
Gameday Mayhem!!,Steam,2025-04-04,0.0,0,0,0,0,PC,"Casual, Sports"
Haunted Hues,Steam,2025-04-02,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Unknown - Raven Field,Steam,2025-04-24,0.0,0,0,32,0,PC,"Casual, Indie, Adventure"
时忆 Memory of Time,Steam,2025-03-03,0.0,0,1,218,1,PC,"Indie, RPG"
科技素,Steam,2025-02-08,0.0,0,1,0,1,PC,"Racing, Adventure, RPG, Strategy, Indie"
THE DARUMA CHALLENGE,Steam,2025-04-07,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
她杀 - The Suspected Murder,Steam,2025-02-13,0.0,0,1,134,1,PC,"Indie, Adventure, RPG"
Nomad Idle,Steam,2025-04-04,0.0,0,0,340,0,PC,Indie
JK Girl Samurai - AOI no mon,Steam,2025-04-24,0.0,0,0,310,0,"PC, Apple Macintosh","Indie, Adventure, Action, RPG"
Dark Dominance ~Chain Control~,Steam,2025-04-15,0.0,0,0,477,0,PC,"Casual, RPG"
Vindefiant,Steam,2025-04-04,0.0,0,1,170,1,PC,"Indie, Adventure, Action"
Frog Legs,Steam,2025-05-19,0.0,0,0,389,0,PC,"Indie, Action"
Dino Path Trail,Steam,2025-05-09,0.0,0,0,371,0,PC,"Indie, Adventure, Action"
Cornerpond,Steam,2025-04-21,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Shoot The Wall,Steam,2025-04-18,0.0,0,1,0,1,PC,"Casual, Indie, Action, Simulation"
Lumber and Plunder,Steam,2025-09-05,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Simulation"
MEMASIKI,Steam,2025-04-16,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
CROAK CAFE: FROM POND TO PLATE,Steam,2025-08-26,0.0,0,0,0,0,PC,"Casual, Indie"
Only Way is Down,Steam,2025-03-31,0.0,0,0,271,0,PC,"Adventure, Action, Casual, Simulation, Indie"
GLUM,Steam,2025-05-22,0.0,0,0,377,0,PC,"Indie, Adventure, Action"
Sirocco,Steam,2025-05-02,0.0,0,0,0,0,PC,"Strategy, Action"
Creepy Shift: House For Sale,Steam,2025-04-14,0.0,0,0,269,0,PC,"Indie, Action, Simulation"
Exorcist Simulator,Steam,2025-05-03,0.0,0,1,475,1,PC,"Adventure, Action, Simulation"
GRIMWAR,Steam,2025-05-16,0.0,0,0,281,0,PC,"Indie, Action"
Castle Craft,Steam,2025-04-28,0.0,0,0,0,0,PC,"Action, RPG, Casual, Strategy, Simulation"
Broventure: The Wild Co-op,Steam,2025-05-15,0.0,0,0,262,0,PC,"Massively Multiplayer, Adventure, Action, Indie"
晨昏线,Steam,2025-02-06,0.0,0,1,249,1,PC,"Indie, Adventure, RPG, Simulation"
Moorhuhn Kart 4,Steam,2025-03-13,0.0,0,0,373,0,PC,"Racing, Action"
英雄竞起:三国,Steam,2025-04-08,0.0,0,0,242,0,PC,"Strategy, Indie, RPG, Simulation"
Whispers of Lust,Steam,2025-06-05,0.0,0,0,535,0,PC,"Casual, Indie, Adventure, Simulation"
Turbo Dismount 2,Steam,2025-01-23,0.0,0,0,384,0,PC,"Racing, Indie, Action, Simulation"
Whisker Wanderlust: The Mosaic of Souls,,2025-03-05,0.0,0,1,0,1,,"Casual, Indie"
Out and About,Steam,2025-08-11,0.0,0,0,153,0,PC,"Casual, Indie, Adventure, Simulation"
Chronomon,Steam,2025-05-08,0.0,0,0,0,0,PC,"Indie, RPG, Simulation"
Village Tale,Steam,2025-07-27,0.0,0,1,0,1,PC,"Casual, Strategy, Indie, Simulation"
Block Fortress 2,Steam,2025-04-17,0.0,0,0,179,0,"PC, Apple Macintosh","Strategy, Action"
Grandpa High on Retro,Steam,2025-02-06,0.0,0,0,192,0,PC,"Indie, Adventure, Action"
Code ZIN: Esper Arena,Steam,2025-05-27,0.0,0,0,0,0,PC,Action
Benny Bash,Steam,2025-07-11,0.0,0,0,0,0,PC,"Indie, Adventure"
Game of Fate 2: A Century's Promise,Steam,2025-01-14,0.0,0,1,266,1,"PC, Apple Macintosh","Adventure, RPG, Simulation"
Superhero Simulator,Steam,2025-09-15,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Simulation, Indie"
Mars Attracts,Steam,2025-09-15,0.0,0,0,0,0,PC,"Strategy, Adventure, Action, Simulation"
Interactive Sex - King Princess Incest,Steam,2025-03-16,0.0,0,0,268,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation"
Escape from Ghosts,Steam,2025-03-04,0.0,0,0,276,0,PC,"Action, Simulation"
FACE LOVE: Face Designer,Steam,2025-03-07,0.0,0,1,11,1,"PC, Apple Macintosh","Casual, Indie"
Babushka's Glitch Dungeon Crystal 老奶的故障地牢大冒险,Steam,2025-04-04,0.0,0,0,273,0,PC,"Indie, Adventure, Action"
The Escape Room Chronicles ep1:The Mysterious KumaDonald's,Steam,2025-01-16,0.0,0,1,174,1,PC,Adventure
I Am Sakuya FPS: Lunarian Invasion,Steam,2025-09-25,0.0,0,0,242,0,PC,Action
Touhou: Fearless Frogslayer,Steam,2025-05-23,0.0,0,0,116,0,PC,"Adventure, Action, RPG, Casual, Indie"
Toree Saturn,Steam,2025-08-08,0.0,0,0,54,0,PC,Action
GodsArena Online,Steam,2025-09-01,0.0,0,0,529,0,PC,"Massively Multiplayer, RPG"
Renown,Steam,2025-09-22,0.0,0,0,182,0,PC,"Indie, Adventure, Action, Simulation"
Duriano,Steam,2025-04-21,0.0,0,0,488,0,"PC, Apple Macintosh","Strategy, Indie, Action"
Bahamut and the Waqwaq Tree,Steam,2025-05-08,0.0,0,0,345,0,PC,"Casual, Indie, Adventure, Action"
Yokai Landlord: Monster Mystery!,Steam,2025-03-24,0.0,0,0,112,0,PC,Adventure
"Oh, Bugger!",Steam,2025-06-19,0.0,0,0,501,0,PC,Action
Raining City: Millions Recollections,Steam,2025-08-25,0.0,0,0,231,0,PC,"Indie, RPG"
BACKROOM LOOP,Steam,2025-05-08,0.0,0,0,255,0,PC,Indie
The Heart of Influencer,Steam,2025-04-27,0.0,0,0,395,0,PC,"Casual, RPG"
Incest Daughters BDSM - Episode 1,Steam,2025-06-02,0.0,0,0,299,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
Sex Game - Gay Affair - Episode 1,Steam,2025-08-11,0.0,0,0,224,0,"PC, Apple Macintosh, Linux","Casual, Adventure, Simulation"
Leaving Home,Steam,2025-06-16,0.0,0,1,43,1,PC,Adventure
Dunkadillo,Steam,2025-09-08,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Liminal Border Part IV,"Steam, GOG",2025-09-03,0.0,0,0,189,0,PC,Adventure
Kingdom's Deck,Steam,2025-04-27,0.0,0,0,368,0,"PC, Apple Macintosh, Linux","Strategy, Indie, RPG, Simulation"
Savara,Steam,2025-05-06,0.0,0,0,246,0,PC,"Indie, Action, RPG"
Al Mara Academy,Steam,2025-10-23,0.0,0,1,0,1,"PC, Linux","Adventure, RPG, Casual, Simulation, Indie"
Her Final Request,itch.io,2025-10-20,0.0,0,1,49,1,,Action
MILF Express,Steam,2025-09-16,0.0,0,1,509,1,PC,Indie
Anna's Curse,,2025-09-28,0.0,0,1,0,1,,Action
Tokyo Hotel,Steam,2025-10-10,0.0,0,1,451,1,"PC, Apple Macintosh, Linux","Casual, Adventure, RPG, Simulation"
The Royal Writ,Steam,2025-08-07,0.0,0,1,113,1,PC,Strategy
Exploring the Big Apple,Steam,2025-03-31,0.0,0,1,52,1,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, Action"
Seafarer: The Ship Sim,Steam,2025-10-07,0.0,0,0,0,0,PC,"Casual, Simulation"
Dirty Fantasy,Steam,2025-06-10,0.0,0,1,0,1,PC,"Casual, Adventure"
Saloon Simulator,Steam,2025-07-15,0.0,0,0,0,0,PC,"Casual, Simulation"
Not Sure About That,Steam,2025-08-14,0.0,0,1,242,1,PC,Indie
Cellveilance,Steam,2025-06-04,0.0,0,1,222,1,"PC, Apple Macintosh","Adventure, RPG, Simulation"
Nicktoons & The Dice of Destiny,Steam,2025-09-30,0.0,0,0,243,0,PC,"Adventure, RPG"
Bookshop Simulator,Steam,2025-09-16,0.0,0,0,380,0,PC,Simulation
Seekers of Eclipse,Steam,2025-06-02,0.0,0,0,479,0,PC,"Strategy, Indie"
After Inc: Revival,Steam,2025-06-17,0.0,0,0,271,0,PC,"Strategy, Simulation"
Lights and Shadow,Steam,2025-04-08,0.0,0,1,0,1,PC,"Adventure, RPG, Casual, Strategy, Simulation"
侦探，请守护我的秘密吧！,Steam,2025-05-15,0.0,0,1,0,1,PC,"Indie, RPG, Simulation"
Dear Mirror Flower,Steam,2025-06-19,0.0,0,0,323,0,PC,Adventure
Greek Tragedy,Steam,2025-10-30,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Adventure, Action"
Bug Off,Steam,2025-10-08,0.0,0,1,0,1,PC,"Casual, Indie, Action"
Carnal Contract,Steam,2025-08-27,0.0,0,0,490,0,"PC, Apple Macintosh, Linux","Casual, Adventure, Action, RPG"
Love Begins With Goodbye,Steam,2025-08-26,0.0,0,1,0,1,PC,"Adventure, RPG"
这个CEO我当定了！,Steam,2025-08-28,0.0,0,1,481,1,PC,"RPG, Simulation"
Such a guy,Steam,2025-10-14,0.0,0,1,0,1,PC,"Casual, Adventure, RPG, Simulation"
Mosaic of The Pharaohs,Steam,2025-03-28,0.0,0,0,132,0,"PC, Apple Macintosh",Casual
B.E.S.T 2 Prologue,GOG,2025-10-28,0.0,0,0,499,0,PC,
Checkpoint Inc,Steam,2025-10-30,0.0,0,0,62,0,PC,"Indie, Simulation"
Sex Game - BDSM - Episode 1,Steam,2025-10-27,0.0,0,0,270,0,"PC, Apple Macintosh, Linux","Casual, Adventure, Simulation"
LUST & MAGIC ✨,Steam,2025-08-23,0.0,0,0,511,0,PC,"Casual, Adventure, Simulation"
Funny Bones,Steam,2025-10-31,0.0,0,0,0,0,"PC, Linux","Indie, Action"
Chicken Run: Eggstraction,Steam,2025-10-24,0.0,0,0,141,0,PC,"Casual, Adventure, Action, Simulation"
Ys X: Proud Nordics,Steam,2025-08-20,0.0,0,1,294,1,PC,"Action, RPG"
FIND ALL 6: Netherlands,Steam,2025-03-27,0.0,0,1,186,1,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
King's Blade,Steam,2025-08-07,0.0,0,0,160,0,PC,"Indie, Adventure, Action"
GlitchSPANKR,Steam,2025-10-15,0.0,0,0,493,1,PC,"Casual, Indie, Adventure"
The Bench,Steam,2025-10-24,0.0,0,0,58,0,PC,"Indie, Adventure"
Simon the Sorcerer Origins,Steam,2025-10-27,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Adventure
IDUN - Frontline Survival,Steam,2025-01-20,0.0,0,0,220,0,"PC, Apple Macintosh, Linux","Adventure, Action, Strategy, Simulation, Indie"
Sector Unknown,Steam,2025-07-16,0.0,0,0,448,0,PC,RPG
CleanFall,Steam,2025-08-08,0.0,0,0,485,0,PC,"Indie, Strategy, Adventure, Action"
Sloppy Fields,Steam,2025-06-17,0.0,0,1,158,1,PC,"Casual, Indie, Adventure"
FLAM EVAW,Steam,2025-10-17,0.0,0,0,111,0,PC,"Adventure, RPG, Simulation"
CanKendama,Steam,2025-10-07,0.0,0,1,0,1,PC,Sports
7th Floor,Steam,2025-10-31,0.0,0,1,106,1,PC,"Indie, Adventure, Action"
Gunner-chan!,Steam,2025-05-30,0.0,0,0,277,0,PC,"Indie, Action"
Tilemancer Dungeon,Steam,2025-03-27,0.0,0,0,33,0,PC,"Casual, RPG"
The Hundred Line: Last Defense Academy,Nintendo Store,2025-04-24,0.0,0,1,62,2,"PC, Nintendo","Strategy, RPG"
Ballshit,Steam,2025-10-24,0.0,0,1,487,1,PC,"Indie, Adventure, RPG, Simulation"
Hypogea,Steam,2025-11-09,0.0,0,1,65,1,PC,"Indie, Adventure"
Latex & Tentacles,Steam,2025-04-17,0.0,0,0,413,0,PC,"Indie, Action, RPG"
The Lazy Demon Lord and the Four Stones of Dispel,Steam,2025-04-18,0.0,0,0,122,0,PC,"Casual, Indie, Action, RPG"
FINAL KNIGHT,Steam,2025-01-12,0.0,0,0,0,0,PC,"Action, RPG"
City of Springs,Steam,2025-01-31,0.0,0,0,272,0,"PC, Apple Macintosh, Linux","Adventure, Action"
Revenge of the Mage,Steam,2025-01-16,0.0,0,1,227,1,PC,"Casual, Indie, Action, RPG"
Lust Trip 💕,Steam,2025-02-13,0.0,0,1,24,1,PC,"Casual, Adventure, Simulation"
GOALS (football),,2025-03-31,0.0,0,0,0,0,,Sports
Horizons: The End Of Words,Steam,2025-01-23,0.0,0,0,64,0,"PC, Apple Macintosh, Linux","Casual, Indie"
ReSetna,Steam,2025-01-30,0.0,0,0,310,0,PC,"Indie, Adventure, Action"
Cyclopean: The Great Abyss,Steam,2025-01-17,0.0,0,0,261,0,PC,"Indie, Adventure, RPG"
Nifty Smashers,Steam,2025-02-07,0.0,0,0,163,0,PC,"Casual, Indie, Action"
Terpaling Legend,Steam,2025-01-31,0.0,0,0,277,0,PC,Action
Sacrifices,Steam,2025-02-14,0.0,0,0,185,0,PC,"Casual, Strategy, Indie, Simulation"
